,publisher,short_journal_title,issue,volume,title,page,DOI,is_referenced_by_count,references_count,first_author_given_name,first_author_family_name,issued_year,issued_month,issued_day
4446,Springer Science and Business Media LLC,Eur Food Res Technol,4,236,Effect of soil contamination with heavy metals on soybean seed oil quality,707-714,10.1007/s00217-013-1926-9,14,57,Riyazuddeen,Khan,2013,2.0,28.0
4447,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,3,38,Degradation of terbufos (Counter®) soil insecticide in corn fields under conservation tillage practices,369-376,10.1007/bf01606600,3,14,A. S.,Felsot,1987,3.0,
4448,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,2,13,"Uptake and phytotoxicity of soil-sorbed atrazine for the submerged aquatic plant,Potamogeton perfoliatus L.",237-241,10.1007/bf01055882,14,19,T. W.,Jones,1984,3.0,
4449,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,105,In Vivo Genotoxicity of Rice Husk Biochar on Eudrilus eugeniae in Soil,650-655,10.1007/s00128-020-02980-0,4,37,Ihuoma N.,Anyanwu,2020,9.0,5.0
4450,American Society of Civil Engineers (ASCE),J. Irrig. Drain Eng.,7,141,Groundwater Vulnerability Assessment to Contamination Using Soil Moisture Flow and Solute Transport Modeling,,10.1061/(asce)ir.1943-4774.0000841,10,26,Brijesh K.,Yadav,2015,7.0,
4451,Springer Science and Business Media LLC,Environ Earth Sci,2,75,"Contamination and mobilization of arsenic in the soil and groundwater and its influence on the irrigated crops, Manipur Valley, India",,10.1007/s12665-015-5008-0,21,48,A. K.,Chandrashekhar,2016,1.0,
4452,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,5,86,Simple and Sensitive Method for Determination of Imidacloprid Residue in Soil and Water by HPLC,554-558,10.1007/s00128-011-0245-8,12,8,Prakash,Samnani,2011,4.0,1.0
4453,Springer Science and Business Media LLC,BMC Microbiol,1,22,Effects of cadmium contamination on bacterial and fungal communities in Panax ginseng-growing soil,,10.1186/s12866-022-02488-z,8,74,Hai,Sun,2022,3.0,19.0
4454,Sciencedomain International,BJAST,1,9,"Soil Contamination by Refined Crude Oil Using Lumbricus terrestris as Toxicity Indicator at a Petroleum Product Depot, Ibadan, Nigeria",37-46,10.9734/bjast/2015/17923,1,0,Oladele,Oluwayiose,2015,1.0,10.0
4455,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,97,Impact of Irrigation Using Water Containing CuO and ZnO Nanoparticles on Spinach oleracea Grown in Soil Media,548-553,10.1007/s00128-016-1872-x,66,27,Divya,Singh,2016,7.0,1.0
4456,Society for Promotion of Horticulture,J. Hortic. Sci.,1,3,"Environmental Risks Associated with Heavy Metal Contamination in Soil, Water and Plants in Urban and Periurban Agriculture",1-29,10.24154/jhs.v3i1.589,5,0,A N,Ganeshamurthy,2008,6.0,30.0
4457,Elsevier BV,Chemosphere,,230,Spatial distribution of polycyclic aromatic hydrocarbon contamination in urban soil of China,498-509,10.1016/j.chemosphere.2019.05.006,59,91,Haiyan,Yu,2019,9.0,
4458,Wiley,Remediation Journal,1,34,Exploring the effects of B10 biodiesel contamination on <i>Canavalia ensiformis</i> growth and nutrition in artificially contaminated soil,,10.1002/rem.21769,0,61,Andres,Lancheros,2023,10.0,16.0
4459,The Russian Academy of Sciences,RSHN,5,,GROWTH AND MINERAL NUTRITION OF SPRING WHEAT UNDER APPLICATION OF PLANT GROTH-PROMOTING RHIZOBACTERIUM IN CONDITIONS OF SOIL CONTAMINATION WITH NICKEL,46-50,10.31857/s2500262721050094,2,0,V.P.,SHABAYEV,2021,,
4460,Wiley,J. Nat. Resour. Life Sci. Edu,1,41,Does Formative Assessment Improve Student Learning and Performance in Soil Science?,59-64,10.4195/jnrlse.2012.0001,1,18,Peter M.,Kopittke,2012,1.0,
4461,EPP Publications Ltd.,Land Contamination &amp; Reclamation,2,14,Corporate governance issues: land contamination and reclamation,461-465,10.2462/09670513.780,0,0,Linda S.,Spedding,2006,4.0,1.0
4462,Springer Science and Business Media LLC,Archives of Environmental Contamination and Toxicology,3,31,Organochlorine Pesticide Contamination in Neotropical Migrant Passerines,386-390,10.1007/s002449900122,0,0,R. G.,Harper,1996,9.0,1.0
4463,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,81,"Decrease of 4,5,6,7-Tetrachlorophthalide in Paddy Field Soil After Aerial Application",383-386,10.1007/s00128-008-9504-8,1,13,M.,Iwashita,2008,8.0,1.0
4464,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,1,86,"Dissipation of Oxaziclomefone and Residue Analysis in Rice, Soil and Water Under Field Conditions",28-32,10.1007/s00128-010-0115-9,3,7,Hongwu,Liang,2010,10.0,14.0
4465,IOP Publishing,IOP Conf. Ser.: Earth Environ. Sci.,1,851,"Urban soil assessment caused by heavy metals contamination in Yogyakarta City, Indonesia",012026,10.1088/1755-1315/851/1/012026,0,26,A T,Sekarningsih,2021,10.0,1.0
4466,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,1,83,Comments on “Adsorption Sequence of Toxic Inorganic Anions on a Soil” by K. Saeki Bull Environ Contam Toxicol (2008) 81:508–512,1-2,10.1007/s00128-009-9739-z,1,6,Sabine,Goldberg,2009,5.0,12.0
4467,Wiley,Vadose Zone Journal,1,3,The Idaho National Engineering and Environmental Laboratory Site: An Overview of Site History and Soil and Groundwater Contamination Issues,1-5,10.2113/3.1.1,1,0,R. J.,Lenhard,2004,2.0,1.0
4468,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,1,23,Dissipation of14C N-nitroso-di-N-propylamine from field soil and residue determinations in field-grown soybeans,141-144,10.1007/bf01769932,0,4,D. F.,Berard,1979,12.0,
4469,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,5,46,Influence of slurry and ammonium nitrate fertilizations on soil and plant metabolism of chlorpyrifos in field cauliflower,705-712,10.1007/bf01689956,2,5,Jean,Rouchaud,1991,5.0,
4470,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,3,88,Leaching of Indaziflam Applied at Two Rates Under Different Rainfall Situations in Florida Candler Soil,326-332,10.1007/s00128-011-0514-6,19,34,Amit J.,Jhala,2012,1.0,6.0
4471,Elsevier BV,Science of The Total Environment,,568,Land use and soil contamination with Toxoplasma gondii oocysts in urban areas,1086-1091,10.1016/j.scitotenv.2016.06.165,27,43,Xiang,Gao,2016,10.0,
4472,Kalvis,Èkol. prom. Ross.,9,26,Assessment and Forecast of Soil Conditions of the Central Ciscaucasia and the Caucasus with Chromium Contamination,48-53,10.18412/1816-0395-2022-9-48-53,0,19,S.I.,Kolesnikov,2022,9.0,7.0
4473,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,6,77,Speciation Distribution of Lead and Zinc in Soil Profiles of the Shenyang Smeltery in Northeast China,874-881,10.1007/s00128-006-1225-2,3,0,L.,Chao,2006,12.0,
4474,Wiley,J of Env Quality,3,27,Effects of Heavy Metal Contamination and Remediation on Soil Microbial Communities in the Vicinity of a Zinc Smelter,609-617,10.2134/jeq1998.00472425002700030019x,95,0,John J.,Kelly,1998,5.0,
4475,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,2,42,"Persistence and degradation of PP993 pyrethroid, fonofos, and chlorpyrifos in a Quebec cornfield's soil",172-176,10.1007/bf01699396,11,15,F. A.,Elhag,1989,2.0,
4476,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,4,30,Degradation of fenamiphos sulfoxide and fenamiphos sulfone in soil with a history of continuous applications of fenamiphos,452-458,10.1007/bf00213395,12,0,K. Y,Chung,1996,5.0,
4477,Springer Science and Business Media LLC,Cereal Research Communications,2,35,Soil contamination situation at surroundings of oil-gas wells in the region county of Koprivnica-Krizevci,613-616,10.1556/crc.35.2007.2.112,1,4,Ivica,Kisic,2007,6.0,
4478,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,2,90,Dissipation Rates and Final Residues of Kresoxim-Methyl in Strawberry and Soil,264-267,10.1007/s00128-012-0952-9,9,7,Chunhong,Jia,2013,1.0,1.0
4479,Springer Science and Business Media LLC,Environ Monit Assess,3,194,Contamination assessment of soil and groundwater of a deactivated dumpsite in Brazil,,10.1007/s10661-022-09790-3,0,39,Andressa Oliveira Costa,de Jesus,2022,2.0,24.0
4480,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,3,11,"Chlorflurenol-methyl in soil: Degradation, leaching, and effects on microbiological processes",389-389,10.1007/bf01055216,0,0,D.,Eichler,1982,5.0,
4481,Polish Geological Institute - National Research Institute (PGI-NRI),Biul. Państw. Inst. Geol.,473,473,"SOIL CONTAMINATION INDUCED BY HISTORICAL ZINC-LEAD ORE MINING AND IRON AND ZINC 
SMELTING IN THE CENTRAL PART OF THE UPPER SILESIAN INDUSTRIAL REGION (SOUTHERN POLAND)",49-66,10.5604/01.3001.0012.7709,0,0,Anna,PASIECZNA,2018,12.0,20.0
4482,Springer Science and Business Media LLC,Arab J Geosci,11,14,Impact assessment of solid waste contamination on soil and perched aquifers: a case study of Nsukka and Environs,,10.1007/s12517-021-07315-9,0,15,Cordelia Nnennaya,Mama,2021,5.0,20.0
4483,Japanese Association for Russian and East European Studies,JSEES,0,25,THE DILEMMA BETWEEN SUSTAINABLE DEVELOPMENT AND PAST POLLUTION IN ESTONIA:,169-181,10.5823/jsees.25.0_169,0,0,Ryunosuke,Kikuchi,2004,,
4484,Science Publications,American Journal of Environmental Sciences,4,16,"Assessment of Heavy Metals Contamination in Controlled and Uncontrolled Landfill Soil, Ouagadougou, Burkina Faso",79-84,10.3844/ajessp.2020.79.84,0,0,Bambara Telado,Luc,2020,4.0,1.0
4485,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,5,83,Organic-Solvent-Free Extraction Method for Determination of Carbamate and Carbamoyloxime Pesticides in Soil and Sediment Samples,621-625,10.1007/s00128-009-9873-7,3,15,Hai,Lu,2009,9.0,22.0
4486,Elsevier BV,Ecotoxicology and Environmental Safety,3,71,Oxidative stress and potential biomarkers in tomato seedlings subjected to soil lead contamination,685-691,10.1016/j.ecoenv.2008.01.002,33,39,Chengrun,Wang,2008,11.0,
4487,Darul Yasin Al Sys,EDUMALSYS. J. of. Res. in. Educ. Manag.,2,1,"Uyo Farmers’ Knowledge, Attitude and Perception (KAP) of Broadcast Media Reports on Soil Contamination",227-248,10.58578/edumalsys.v1i2.2096,0,0,Uduak,Udoudom,2023,11.0,13.0
4488,Agriculture and Environmental Science Academy,Arch. Agri. Environ. Sci.,3,3,"Contamination, enrichment and translocation of heavy metals in certain leafy vegetables grown in composite effluent irrigated soil",252-260,10.26832/24566632.2018.030307,10,0,V.,Kumar,2018,9.0,10.0
4489,Wiley,Risk Analysis,3,25,Risk Perception of Heavy Metal Soil Contamination by High‐Exposed and Low‐Exposed Inhabitants: The Role of Knowledge and Emotional Concerns,611-622,10.1111/j.1539-6924.2005.00628.x,75,61,Dirk,Grasmück,2005,6.0,
4490,Springer Science and Business Media LLC,J Pest Sci,1,87,Efficiency and soil contamination during underground application of insecticides: control of leaf-cutting ants with thermal foggers,181-189,10.1007/s10340-013-0525-7,6,48,M.,Bollazzi,2013,10.0,13.0
4491,Royal Society of Chemistry (RSC),Environ. Sci.: Processes Impacts,3,18,Impacts of soil petroleum contamination on nutrient release during litter decomposition of Hippophae rhamnoides,398-405,10.1039/c5em00602c,2,35,Xiaoxi,Zhang,2016,,
4492,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,2,11,"Chlorflurenol-methyl in soil: Degradation, leaching, and effects on microbiological processes",185-193,10.1007/bf01054895,1,12,D.,Eichler,1982,,
4493,Universitas Jenderal Soedirman,Insights in Public Health Journ,1,4,"Domesticated Cats as a Source of Environmental Contamination with Toxocara cati and Other Soil-Transmitted Helmminth Eggs in Urban Area, Manila-Philiphines",,10.20884/1.iphj.2023.4.1.9288,0,0,Jan Michael,Chan,2023,7.0,27.0
4494,Asian Journal of Chemistry,Asian J. Chem.,3,27,Assessment on Radioactive Uranium Contamination of Paddy Soil in Uranium Mine at Southeast China by ICP-MS,1049-1052,10.14233/ajchem.2015.18056,3,0,Pinghui,Liu,2015,,
4495,Springer Science and Business Media LLC,J Soils Sediments,9,23,Environmental forensic investigation on soil contamination: a field study,3412-3424,10.1007/s11368-023-03568-x,0,70,Wei-Jhan,Syu,2023,6.0,7.0
4496,Wiley,J of Env Quality,2,13,Contamination of the O2 Soil Horizon by Zinc Smelting and its Effect on Woodlouse Survival,247-251,10.2134/jeq1984.00472425001300020015x,25,0,W. N.,Beyer,1984,4.0,
4497,Elsevier BV,Ecological Engineering,,197,Is the use of a geotextile a necessary rehabilitation strategy to mitigate tailings contamination in soil cover materials? A 7-year field study,107128,10.1016/j.ecoleng.2023.107128,0,41,M.,Proto,2023,12.0,
4498,Environmental Health Perspectives,Environ Health Perspect,suppl 4,106,Thermal removal of pyrene contamination from soil: basic studies and environmental health implications.,1097-1107,10.1289/ehp.98106s41097,7,0,H H,Saito,1998,8.0,
4499,Wiley,J of Env Quality,4,8,Effects of Tillage and Fertilization on Persistence of Crude Oil Contamination in an Alaskan Soil,525-532,10.2134/jeq1979.00472425000800040017x,5,0,W. W.,Mitchell,1979,10.0,
4500,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,5,8,The effect of some pesticides on asymbiotic N2-fixation in Egyptian soil,629-635,10.1007/bf01055043,14,17,N.,Hegazi,1979,,
4501,Springer Science and Business Media LLC,Environ Monit Assess,1-4,183,"Contamination, source identification, and risk assessment of polycyclic aromatic hydrocarbons in agricultural soil of Shanghai, China",139-150,10.1007/s10661-011-1913-1,65,46,YuFeng,Jiang,2011,3.0,1.0
4502,MDPI AG,Sustainability,21,13,Heavy Metal Contents and Assessment of Soil Contamination in Different Land-Use Types in the Qaidam Basin,12020,10.3390/su132112020,17,64,Bayan,Nuralykyzy,2021,10.0,30.0
4503,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,2,95,Physiological and Antioxidant Responses in Wheat (Triticum aestivum) to HHCB in Soil,272-277,10.1007/s00128-015-1565-x,3,24,Cuihong,Chen,2015,5.0,27.0
4504,Elsevier BV,Environmental Pollution,,177,Experimental increase in availability of a PAH complex organic contamination from an aged contaminated soil: Consequences on biodegradation,98-105,10.1016/j.envpol.2013.01.043,51,47,Aurélie,Cébron,2013,6.0,
4505,Springer Science and Business Media LLC,J Soils Sediments,2,10,"Soil contamination by organic and inorganic pollutants at the regional scale: the case of Piedmont, Italy",290-300,10.1007/s11368-009-0114-9,62,24,Gabriele,Fabietti,2009,7.0,11.0
4506,MDPI AG,IJERPH,7,19,"Heavy Metal Contamination of Soil in Preschool Facilities around Industrial Operations, Kuils River, Cape Town (South Africa)",4380,10.3390/ijerph19074380,9,58,Busisiwe,Shezi,2022,4.0,6.0
4507,Springer Science and Business Media LLC,Arch Environ Contam Toxicol,1,69,Response of Soil Microbial Activity and Biodiversity in Soils Polluted with Different Concentrations of Cypermethrin Insecticide,8-19,10.1007/s00244-014-0124-5,31,47,Manuel,Tejada,2015,1.0,22.0
4508,Informa UK Limited,Environmental Technology,8,33,Effects of fertilizer industry emissions on local soil contamination: a case study of a phosphate plant on the east Mediterranean coast,873-885,10.1080/09593330.2011.601765,29,48,Lina Nafeh,Kassir,2012,4.0,
4509,Elsevier BV,Journal of Hazardous Materials,,443,Metal(loid)-specific sources and distribution mechanisms of riverside soil contamination near an abandoned gold mine in Mongolia,130294,10.1016/j.jhazmat.2022.130294,6,53,Sungmoon,Yoon,2023,2.0,
4510,MDPI AG,Agriculture,3,11,Growth Responses and Accumulation Characteristics of Three Ornamental Plants to Sn Contamination in Soil,205,10.3390/agriculture11030205,7,34,Yuxia,Liu,2021,3.0,3.0
4511,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,3,9,Relationship between herbicide concentration and the rates of enzymatic degradation of14C-diallate and14C-triallate in soil,259-268,10.1007/bf01057406,16,19,John P. E.,Anderson,1980,,
4512,Penerbit Universiti Kebangsaan Malaysia (UKM Press),MH,1,17,Remediation Technology Inventions for Soil and Groundwater Contamination,13-30,10.17576/mh.2022.1701.02,0,0,Zaleha,Md Isa,2022,6.0,29.0
4513,Elsevier BV,Science of The Total Environment,1,26,"Impact of nickel contamination on the production of vegetables on an organic soil, Ontario, Canada, 1980–1981",41-65,10.1016/0048-9697(82)90095-x,25,0,R,FRANK,1982,12.0,
4514,Odesa I.I. Mechnikov National University,Вісник ОНУ,2(39),26,SOIL AND ATMOSPHERIC AEROSOL CONTAMINATION AT THE TERRITORIES OF INFLUENCE OF FORMER URANIUM PRODUCTION FACILITIES “PRIDNIPROVSKY CHEMICAL PLANT”,64-77,10.18524/2303-9914.2021.2(39).246195,2,0,T. V.,Lavrovа,2022,3.0,25.0
4515,"BULLETIN OF THE BRYANSK STATE AGRICULTURAL ACADEMY, Bryansk State Agrarian UniversIty",Вестник ФГОУ ВПО Брянская ГСХА,3,,Effectiveness of Mineral Fertilizers and Biopreparation Gumistim when Cultivating Spring Barley at Radioactive Soil Contamination,3-8,10.52691/2500-2651-2021-85-3-3-8,0,0,S.N.,Potsepai,2021,,
4516,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,89,Effect of Bauxite Mineralized Soil on Residual Metal Levels in Some Post Harvest Food Crops in Jamaica,824-830,10.1007/s00128-012-0763-z,7,19,Vincent,Wright,2012,8.0,5.0
4517,Springer Science and Business Media LLC,Bull Eng Geol Environ,10,81,Effect of arsenic contamination on geotechnical properties of clayey soil,,10.1007/s10064-022-02932-4,2,44,Ismael,Vásquez-Nogal,2022,9.0,23.0
4518,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,2,20,Differences in kinetics of pure and soil-adsorbed toluene in orally exposed male rats,155-160,10.1007/bf01055899,5,15,Rita M.,Turkall,1991,2.0,
4519,Science Alert,J. of Environmental Science and Technology,5,11,Effect of Mercury Contamination on the Diversity of Soil Arthropods in Poboya Gold Mining,254-261,10.3923/jest.2018.254.261,1,13,Hasriyanty,.,2018,8.0,15.0
4520,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,2,19,Persistence and toxicity of alkyllead salts to anaerobic nitrogen transformations in soil,227-234,10.1007/bf01056091,3,41,Jean Simon,Blais,1990,3.0,
4521,Elsevier BV,Veterinary Parasitology,1-2,144,Contamination of soil with Toxocara eggs in urban (Prague) and rural areas in the Czech Republic,81-86,10.1016/j.vetpar.2006.09.023,44,30,S.,Dubná,2007,3.0,
4522,Elsevier BV,Journal of Environmental Radioactivity,7,99,"On-site radioactive soil contamination at the Andreeva Bay shore technical base, Northwest Russia",1045-1055,10.1016/j.jenvrad.2007.12.017,8,13,O.,Reistad,2008,7.0,
4523,IOP Publishing,IOP Conf. Ser.: Earth Environ. Sci.,2,839,The plant resistance to oil contamination in soil,022070,10.1088/1755-1315/839/2/022070,0,8,K G,Tutarashvili,2021,9.0,1.0
4524,Fair East Publishers,Chem. mater. sci. res. j.,1,3,"INDEX MODELS ASSESSMENT OF HEAVY METAL CONTAMINATION IN SOIL SAMPLES OF SELECTED MOTOR PARKS WITHIN MAIDUGURI, BORNO STATE, NIGERIA",6-14,10.51594/cmsrj.v3i1.203,0,0,A.I.,Mohammed,2021,2.0,4.0
4525,Elsevier BV,Journal of Hazardous Materials,,281,Investigation of potential soil contamination with Cr and Ni in four metal finishing facilities at Asopos industrial area,20-26,10.1016/j.jhazmat.2014.07.040,20,22,Ioannis,Panagopoulos,2015,1.0,
4526,Elsevier BV,International Journal of Antimicrobial Agents,,29,P1560 Reappraisal of the Berg method to assess viral contamination of the soil,S437,10.1016/s0924-8579(07)71399-7,0,0,S.,Bianchi,2007,3.0,
4527,Southern Cross Publishing,Aust J Crop Sci,15(04):2021,,Complex soil contamination severely impacts seed-sown crop viability in Australia,531-537,10.21475/ajcs.21.15.04.p2806,0,0,Annaclaire G.,McDonald,2021,4.0,10.0
4528,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,1,85,"Assessment of Polycyclic Aromatic Hydrocarbons (PAHs) Pollution in Soil of Suburban Areas in Tianjin, China",5-9,10.1007/s00128-010-9993-0,16,19,Jungang,Lv,2010,4.0,22.0
4529,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,1,73,Soil Enzyme Activities and N2O Emissions under Different Land Management Conditions,,10.1007/s00128-004-0414-0,2,0,H.,Jian-gang,2004,7.0,
4530,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,1,26,A field study of the chemical degradation of paraquat dichloride following simulated spillage on soil,16-21,10.1007/bf01622047,3,8,D. C.,Staiff,1981,1.0,
4531,Istanbul University,İstanbul Üniv. Vet. Fak. Derg.,1,42,"Contamination of Soil Samples of Public Parks with Toxocara spp. Eggs in Kermanshah, Iran",,10.16988/iuvfd.2016.73365,5,0,Omid,GHASHGHAEI,2016,1.0,4.0
4532,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,3,79,"Detection of Arsenic in Water, Herbal and Soil Samples by Neutron Activation Analysis Technique",327-330,10.1007/s00128-007-9209-4,12,18,M. T.,Islam,2007,7.0,18.0
4533,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,1,23,"Comparative disappearance of fonofos, phorate and terbufos soil residues under similar South Dakota Field conditions",423-429,10.1007/bf01769982,18,5,N.,Ahmad,1979,12.0,
4534,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,3,92,Investigating Pseudomonas putida–Candida humicola Interactions as Affected by Chelate Fe(III) in Soil,358-363,10.1007/s00128-013-1163-8,5,24,Fei,Wang,2013,11.0,24.0
4535,EDP Sciences,E3S Web Conf.,,420,Rapid assessment of soil contamination in case of a technogenic emergency situation,03007,10.1051/e3sconf/202342003007,0,9,A.V.,Kalach,2023,,
4536,MDPI AG,IJERPH,6,20,Soil Contamination with Metals in Mountainous: A Case Study of Jaworzyna Krynicka in the Beskidy Mountains (Poland),5150,10.3390/ijerph20065150,1,41,Sławomir,Dorocki,2023,3.0,15.0
4537,MDPI AG,Land,11,10,Soil Contamination in the Problem Areas of Agrarian Slovakia,1248,10.3390/land10111248,12,60,Danica,Fazekašová,2021,11.0,14.0
4538,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,88,"Dissipation of Diethyl Aminoethyl Hexanoate (DA-6) Residues in Pakchoi, Cotton Crops and Soil",533-537,10.1007/s00128-012-0565-3,25,5,Yaping,Jiang,2012,2.0,17.0
4539,Elsevier BV,Ecotoxicology and Environmental Safety,,226,Sub-lethal effects of soil multiple contamination on the avoidance behaviour of Eisenia fetida,112861,10.1016/j.ecoenv.2021.112861,5,80,Tanita,Pescatore,2021,12.0,
4540,Saran Publications,Intern. J. Zool. Invest.,2,9,Utilising the Potential of Bacillus stratosphericus MKS for Managing Arsenic Contamination of Soil: A Feasible and Sustainable Approach,1404-1416,10.33745/ijzi.2023.v09i02.156,0,0,Kumari,Mini,2023,,
4541,Informa UK Limited,NDS,,Volume 13,"Determination of the Level of Metallic Contamination in Irrigation Vegetables, the Soil, and the Water in Gondar City, Ethiopia",1-7,10.2147/nds.s283451,7,47,Banchamlak Tegegne,Berihun,2021,1.0,
4542,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,84,Dynamics of Carbendazim Residue in Panax notoginseng and Soil,469-472,10.1007/s00128-010-9970-7,18,17,Jialun,Wu,2010,3.0,20.0
4543,Elsevier BV,Journal of Environmental Sciences,11,23,Archaeal community structure along a gradient of petroleum contamination in saline-alkali soil,1858-1864,10.1016/s1001-0742(10)60640-7,25,38,Xinxin,Wang,2011,11.0,
4544,Informa UK Limited,Desalination and Water Treatment,10,54,Using natural zeolite for contamination reduction of agricultural soil irrigated with treated urban wastewater,2723-2730,10.1080/19443994.2014.904818,6,19,Hajar,Taheri-Sodejani,2014,3.0,28.0
4545,Springer Science and Business Media LLC,J. Sediment. Environ.,3,5,"Heavy metal contamination in agricultural soil and ecological risk assessment in the northeast area of Tadla plain, Morocco",307-320,10.1007/s43217-020-00020-9,34,94,Widad,Ennaji,2020,7.0,20.0
4546,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,87,High Performance Liquid Chromatography Method for Residues Analysis of Thidiazuron in Apple and Soil,448-451,10.1007/s00128-011-0383-z,8,10,Ji-Ye,Hu,2011,8.0,11.0
4547,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,5,88,Dissipation and Residues of the Herbicide Mesotrione in Maize and Soil in Open Field,772-775,10.1007/s00128-012-0573-3,7,6,Xiaoxu,Chen,2012,3.0,8.0
4548,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,3,76,"Persistence and Transformation of Thiamethoxam, a Neonicotinoid Insecticide, in Soil of Different Agroclimatic Zones of India",400-406,10.1007/s00128-006-0935-9,29,0,R.,Karmakar,2006,3.0,
4549,Ovid Technologies (Wolters Kluwer Health),,3,174,"Nonpoint Source of Nitrogen Contamination From Land Management Practices in Lost River Basin, West Virginia",180-192,10.1097/ssl.0b013e31819869b8,3,26,Moustafa Ali,Elrashidi,2009,3.0,
4550,IOP Publishing,IOP Conf. Ser.: Earth Environ. Sci.,1,1129,Environmental planning for monitoring soil contamination in Iraq’s lama facility using GIS methods,012030,10.1088/1755-1315/1129/1/012030,1,21,S K,Jamil,2023,1.0,1.0
4551,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,3,20,Comparison of cadmium kinetics in four soil arthropod species,305-312,10.1007/bf01064395,131,31,M. P. M.,Janssen,1991,4.0,
4552,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,2,81,Effect of Light on the Degradation of Two Neonicotinoids viz Acetamiprid and Thiacloprid in Soil,185-189,10.1007/s00128-008-9405-x,51,16,Suman,Gupta,2008,4.0,4.0
4553,Elsevier BV,Environmental Research,,203,Probabilistic risk assessment of soil contamination related to agricultural and industrial activities,111837,10.1016/j.envres.2021.111837,30,58,Amir,Mohammadi,2022,1.0,
4554,Elsevier BV,Chemosphere,,303,Modified and pristine biochars for remediation of chromium contamination in soil and aquatic systems,134942,10.1016/j.chemosphere.2022.134942,23,122,Ali,El-Naggar,2022,9.0,
4555,American Public Health Association,Am J Public Health,11,65,Contamination of soil in two city parks with canine nematode ova including Toxocara canis: a preliminary study.,1242-1245,10.2105/ajph.65.11.1242,47,9,S,Dubin,1975,11.0,
4556,Springer Science and Business Media LLC,Mycopathologia,2,105,"Interrelationship of kernel water activity, soil temperature, maturity, and phytoalexin production in preharvest aflatoxin contamination of drought-stressed peanuts",117-128,10.1007/bf00444034,118,28,Joe W.,Dorner,1989,2.0,
4557,African Journals Online (AJOL),Ethiop J Health Sci,1,28,"Soil contamination rate, prevalence, intensity of infection of geohelminths and associated risk factors among residents in Bazou (west Cameroon)",63,10.4314/ejhs.v28i1.8,11,0,Blandine Ngatou,Tchakounté,2018,1.0,10.0
4558,Springer Science and Business Media LLC,Arab J Geosci,3,12,Assessment of tailings stability and soil contamination of Kef Ettout (NW Tunisia) abandoned mine,,10.1007/s12517-018-4204-0,9,101,Nawrez,Sliti,2019,1.0,23.0
4559,Elsevier BV,Journal of Contaminant Hydrology,,260,Geophysical signatures of soil AFFF contamination from spectral induced polarization and low field nuclear magnetic resonance methods,104268,10.1016/j.jconhyd.2023.104268,0,33,Samuel,Falzone,2024,1.0,
4560,IOP Publishing,IOP Conf. Ser.: Earth Environ. Sci.,4,723,Analysis and Evaluation of the Database on Soil Contamination of the Moscow Region with Heavy Metals,042016,10.1088/1755-1315/723/4/042016,2,10,M V,Grafkina,2021,3.0,1.0
4561,Springer Science and Business Media LLC,Arch. Environ. Contam. Toxicol.,2,23,Seasonal variation of lead uptake in the earthworm Lumbricus terrestris and the influence of soil liming and acidification,198-205,10.1007/bf00212275,19,68,G�ran,Bengtsson,1992,8.0,
