STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SPECIES,Species,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,NZL,New Zealand,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,LICHEN,,8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,NZL,New Zealand,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,MAMMAL,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,NZL,New Zealand,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,NZL,New Zealand,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,MOSS,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,NZL,New Zealand,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,REPTILE,,22,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,NZL,New Zealand,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,VASCULAR_PLANT,,114,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,CRITICAL,Critically endangered species,SPC,Species,AMPHIBIAN,,31,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,CRITICAL,Critically endangered species,SPC,Species,BIRD,,15,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,CRITICAL,Critically endangered species,SPC,Species,INVERTEB,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,CRITICAL,Critically endangered species,SPC,Species,MAMMAL,,10,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,CRITICAL,Critically endangered species,SPC,Species,REPTILE,,4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,AMPHIBIAN,,27,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,BIRD,,8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,INVERTEB,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,MAMMAL,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,REPTILE,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,ENDANGERED,Endangered species,SPC,Species,AMPHIBIAN,,41,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,ENDANGERED,Endangered species,SPC,Species,BIRD,,29,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,ENDANGERED,Endangered species,SPC,Species,INVERTEB,,6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,ENDANGERED,Endangered species,SPC,Species,MAMMAL,,32,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,ENDANGERED,Endangered species,SPC,Species,REPTILE,,12,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,ENDANGERED_IND,Endangered indigenous species,SPC,Species,AMPHIBIAN,,35,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,ENDANGERED_IND,Endangered indigenous species,SPC,Species,BIRD,,12,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,ENDANGERED_IND,Endangered indigenous species,SPC,Species,INVERTEB,,6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,ENDANGERED_IND,Endangered indigenous species,SPC,Species,MAMMAL,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,ENDANGERED_IND,Endangered indigenous species,SPC,Species,REPTILE,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,THREATENED,Threatened species,SPC,Species,AMPHIBIAN,,114,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,THREATENED,Threatened species,SPC,Species,BIRD,,122,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,THREATENED,Threatened species,SPC,Species,INVERTEB,,20,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,THREATENED,Threatened species,SPC,Species,MAMMAL,,92,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,THREATENED,Threatened species,SPC,Species,REPTILE,,32,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,THREATENED_IND,Indigenous threatened species,SPC,Species,AMPHIBIAN,,83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,THREATENED_IND,Indigenous threatened species,SPC,Species,BIRD,,39,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,THREATENED_IND,Indigenous threatened species,SPC,Species,INVERTEB,,13,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,THREATENED_IND,Indigenous threatened species,SPC,Species,MAMMAL,,13,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,THREATENED_IND,Indigenous threatened species,SPC,Species,REPTILE,,11,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN,Known species,SPC,Species,AMPHIBIAN,,622,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN,Known species,SPC,Species,BIRD,,1892,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN,Known species,SPC,Species,FRESHW_F,,942,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN,Known species,SPC,Species,INVERTEB,,41300,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN,Known species,SPC,Species,MAMMAL,,573,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN,Known species,SPC,Species,MARINE_F,,1141,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN,Known species,SPC,Species,REPTILE,,469,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN,Known species,SPC,Species,VASCULAR_PLANT,,19422,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN_IND,Indigenous known species,SPC,Species,BIRD,,117,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN_IND,Indigenous known species,SPC,Species,MAMMAL,,87,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN_IND,Indigenous known species,SPC,Species,MARINE_F,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,TOT_KNOWN_IND,Indigenous known species,SPC,Species,VASCULAR_PLANT,,7838,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,VULNERABLE,Vulnerable species,SPC,Species,AMPHIBIAN,,42,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,VULNERABLE,Vulnerable species,SPC,Species,BIRD,,78,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,VULNERABLE,Vulnerable species,SPC,Species,INVERTEB,,12,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,VULNERABLE,Vulnerable species,SPC,Species,MAMMAL,,50,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,VULNERABLE,Vulnerable species,SPC,Species,REPTILE,,16,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,AMPHIBIAN,,21,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,BIRD,,19,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,INVERTEB,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,MAMMAL,,10,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,PER,Peru,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,REPTILE,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL,Critically endangered species,SPC,Species,BIRD,,16,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL,Critically endangered species,SPC,Species,FISH_TOT,,6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL,Critically endangered species,SPC,Species,FRESHW_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL,Critically endangered species,SPC,Species,INVERTEB,,152,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL,Critically endangered species,SPC,Species,LICHEN,,179,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL,Critically endangered species,SPC,Species,MAMMAL,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL,Critically endangered species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL,Critically endangered species,SPC,Species,REPTILE,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL,Critically endangered species,SPC,Species,VASCULAR_PLANT,,124,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,BIRD,,16,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,FISH_TOT,,6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,FRESHW_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,INVERTEB,,152,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,LICHEN,,179,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,MAMMAL,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,REPTILE,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,VASCULAR_PLANT,,117,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED,Endangered species,SPC,Species,AMPHIBIAN,,0,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED,Endangered species,SPC,Species,BIRD,,8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED,Endangered species,SPC,Species,FISH_TOT,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED,Endangered species,SPC,Species,FRESHW_F,,4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED,Endangered species,SPC,Species,INVERTEB,,358,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED,Endangered species,SPC,Species,LICHEN,,201,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED,Endangered species,SPC,Species,MAMMAL,,10,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED,Endangered species,SPC,Species,MOSS,,52,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED,Endangered species,SPC,Species,REPTILE,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED,Endangered species,SPC,Species,VASCULAR_PLANT,,152,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED_IND,Endangered indigenous species,SPC,Species,BIRD,,8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED_IND,Endangered indigenous species,SPC,Species,FISH_TOT,,5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED_IND,Endangered indigenous species,SPC,Species,FRESHW_F,,4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED_IND,Endangered indigenous species,SPC,Species,INVERTEB,,358,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED_IND,Endangered indigenous species,SPC,Species,LICHEN,,201,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED_IND,Endangered indigenous species,SPC,Species,MAMMAL,,10,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED_IND,Endangered indigenous species,SPC,Species,MOSS,,52,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED_IND,Endangered indigenous species,SPC,Species,REPTILE,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,ENDANGERED_IND,Endangered indigenous species,SPC,Species,VASCULAR_PLANT,,140,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,BIRD,,7.572383,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,FISH_TOT,,27.77778,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,FRESHW_F,,36.95652,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,INVERTEB,,3.213723,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,LICHEN,,33.0303,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,MAMMAL,,13,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,MARINE_F,,5.555555,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,MOSS,,11.92529,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,REPTILE,,33.33333,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,VASCULAR_PLANT,,17.46032,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,BIRD,,7.456141,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,FISH_TOT,,19.84127,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,FRESHW_F,,22.07792,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,INVERTEB,,3.191427,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,LICHEN,,33.0303,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,MAMMAL,,11.60714,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,MARINE_F,,5.555555,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,MOSS,,11.77305,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,REPTILE,,25,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,VASCULAR_PLANT,,15.28176,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,POL,Poland,THREATENED,Threatened species,SPC,Species,BIRD,,34,,A,Normal value,0,Units,1,One
